asin,overall,reviewText,summary
B000FG65F8,3.0,"In the 1980s, when human minds are less sophisticated, many video game concepts were centred on the theme of ""rescuing the princess, saving the world"". Ultimate Ghosts `n Goblins utilizes the same concept, and it's hardly surprisingly - it's a modern take on the original Ghost `n Goblins from 1986. In this 21st century rendition of this classic game, Knight Arthur returns (with his armor and, ahem, underwear) to save Princess Prin from the undead, again. To make the adventure more up-to-date, however, Capcom have added several new features to it. These include the introduction of 3D graphics, and new in-game tools and techniques that allow Arthur to defeat the enemies that stand in his way.

Apart from his usual repertoire of skills, Arthur has a number of new moves up his sleeves. One of them is the ability to dash, executed when you double tap left or right quickly. This is helpful when you need to clear an area fast, but it usually ends up badly due to the large number of enemies that appear on screen. Arthur also has the aptitude to grab, which makes platforming a little easier, since he can now hang on the edge of a platform without falling to his death after a missed jump. Shields are also introduced into the gameplay, which allow Arthur to repel attacks by simply pressing the down button on the D-Pad.

Despite the new abilities, however, Ultimate Ghosts `n Goblins remains insanely challenging even when played on the easiest of its three difficulty levels. To put it simply, the game is hard. Enemies will attack you in quick succession. They will also re-spawn regularly, leaving you with hardly any room to breathe. Even the platforming is tricky, and it regularly requires you to take a leap of faith, which tends to result in a fall to death. Don't be surprised if you find yourself doing a level over and over again until you get it right. This isn't necessary a bad thing, but it may discourage the less patient gamers.

To make life a little better, the game throws in some much needed aid. During the game, you'll find treasure chests, which usually house weapons and magical skills. As expected, different weapons produce different effects and range. For example, the lance (a default weapon) attacks reasonably quickly, but flies only in a straight line. The Boomerang Scythe (a new addition, by the way), on the other hand, flies a little slower, but has the ability to return to Arthur, thus clearing enemies that are closing in. Magical skills are more sophisticated to use, as they require Arthur to be equipped with armor, as well as to have enough MP. They're, however, much more powerful in dealing with the undead. The Time Magic, for example, slows time for everyone except Arthur. The Invincible Magic wraps a force field around Arthur, rendering any enemy's attacks on him useless for a limited period. These abilities only reduce the difficulty level slightly though, since you won't be getting powered-up all the time. You'll still have to be on your toes regularly to deal with the game's deliberately high demands.

The high level of difficultly wouldn't be the only challenge you'd face when playing Ultimate Ghosts `n Goblins. Unlike many other games, the game actually forces you to be a completist. Throughout the game, you may encounter some hard-to-find golden rings. You may think that the collection of these rings is an optional side quest (think the Mario Bros.'s gold coins) that won't impact the grand scheme of things. Well, you couldn't be more wrong. The locations of these rings are usually fairly well hidden, and you'd probably not notice them when you're just running for your life in most of the levels. You can run for all you want though, but when you reach the end of 5th level, you'll find that you won't be able to proceed to the game's final level without a prerequisite number of golden rings. This is where the warp portals come in - they'll allow you to return to earlier levels to relive the nightmare. This time, however, the nightmare will be scarier, because apart from running for your life, you'll have to hunt for those damn rings as well. But wait, it's not over yet. Collecting a different required number of rings will also unlock different endings (three in all) for the game. Again, this could be a welcomed challenge for the more daring, but an absolute whammy for the uninitiated.

Ultimate Ghosts `n Goblins is essentially still a 2D platformer, but the 3D elements add depth to the already nice graphics. They may look less polished when compared to the more flashy presentations on other PSP games, but the unique art style and level of details still look great nonetheless, even by today's standards. The soundtrack, though remixed, also brings back some fond (and some not so fond) memories of myself huffing and puffing through a level of Makaimura (the Japanese version of the original Ghosts n' Goblins) back in those days. The sound effects, however, are a little weak, and could do with a little more variety. Not that I really mind though, because the music is good enough to keep me contented. The game also comes with in an old-school D-pad (attachable to the PSP's analog button) for those who wants to relive the experience of playing the game on the NES controller. This is a really nice touch that adds some nostalgic value to the overall package.

In conclusion, Ultimate Ghosts `n Goblins may or may not be your cup of tea, depending on whether you're in for a challenge. Some aspects of it are frustrating, and it's certainly not an easy one to complete. But in an era when games are perhaps giving too much leeway to the gamer, it's a game like this that really dishes out a nice challenge to those who're in need of one. Ultimate Ghosts `n Goblins is a testament of how solid, challenging gameplay is all about, and I'd recommend it to anyone who's yearning for a good title on the PSP.","Jump Arthur, Jump."
B000RPHJDO,3.0,"Just started playing this game on a Windows XP platform.  Its a typical XP style game, FPS, with some fun episodes.  It allows you to save frequently which is great.  The story is silly so far, as you are an escapee from a Russian mental hospital and are killing zombie nurses, patients and giant chickens.  Graphics are pretty good for the genre.  Buy it if you still have a Win XP PC as its entertaining.",You Are Empty
B001DO3NEW,3.0,Fun with group of people. Boring solo.,Three Stars
B000PHVSPE,3.0,bueno,Three Stars
B00CMQTUCE,3.0,"It's the best Kinect game for Xbox one. But that's not saying much. The first kinect sports games were better. This game feels dumbed down to me, especially the soccer. I loved the soccer on the 360 one, but this one is kind of crappy. You basicly kick the ball around a bunch of stationary mannequins.  I'm incredibly disappointed in Kinect games in general with Xbox one. I thought these games would get a little more intuitive and active, but they seem to be toning it down. I think they toned down kinect games to cater to the people who were too uncoordinated to play the first vision. It's really sad, it was such a great idea, and there was so much potential. Now it's ruined, because most people are too spastic to play these games and rather then take the time to learn, they complain and hate on the technology. I don't blame the developers for letting me down, I blame the market, You Kinect haters ruined something fun.",This is a really fun game. The control is fantastic and the games ...
B00002AH2U,3.0,We bought this after the Pokemon Go craze hit and we wanted to play the original red/blue games on our Gameboy.  Perhaps it is just because it is so old but it seemed to run out of batteries very quickly so we wanted a charger.  It does it's job but my complaint is that if it gets unplugged while playing your unit will turn off.  I had it happen a few times and I hadn't saved in a while which was frustrating.  If you are using this while playing save often!,Does it's job - frustrating aspect though
B004RIACMW,3.0,"You never know what you are going to get with these movie tie-ins.  There are definitely more bad than good, but this one is on the good side.  It is simple and short, but it looks great and is fun to play.  I wouldn't pay more than $25 for it and would suggest a rental if possible, but it is a fun way to spend an afternoon.  The controls are mostly spot on and have enough variety to make combat fun.  Being able to use the shield is a great, and necessary, addition to the game and is done very well.  You can use it to block gun fire and even send the bullets back at the attacker.  You can target and throw it at multiple enemies at once and Captain America actually moves like Captain America.  I got six games for Christmas and this is the one that I keep going back to because it is easy to pick up and play if you have time to kill, but don't have a couple of hours to play.",Actually not a bad game for the right price.
B00EEMLMW0,3.0,"First impressions, has a generic feel especially on PS4, doesn't seem optimized for next generation and I have seen free games look better on the same platform. Compared to previous COD titles, this is a drop off with action and combat realism. Seems like the type of game that is made when a developer knows there is a blind fan base and only wants to make money. I am not going to sit here telling you not to buy the game. Here is what I will say: If you have money to throw away and want to buy an extra shooter title because there is not much out at this time, buy it and it should give you a fix. If your money is hard earned, don't waste your time because you WILL be disappointed with the cookie cutter feel, lack of innovation, and totally uninspired package. I can only compare this Ghosts game to when I saw one of my favorite games literally change for the worse into something I totally hated. Your turn COD fans!",Borderline average
B000B6ML0U,3.0,there is nothing special here I really don't know why this game go high reviews mainly a lot of creeping around and it has kind of a poor aiming system for the weapons.,Just another half baked title
B007H2V9W2,3.0,"As far as graphical it does have great graphics but has some bugs on the Multi-player extra DLC maps
The EBR-or M14-parts of the weapon are missing-has been told on the forum on the web site and won't
be fixed.
The Multiplayer is less to be desired-basically you earn at Special Forces Soldier to each rank
you earn-but it basically you get almost same weapons battle optics from countries Poland/Russia/
Austrilia/(USA-SOF-Delta/Seals)/Korea/Germany/Canada/Sweden/.

What sucks that you can't interchange like COD/BF-3/BF-4 on options on weapons/optics magazines/
you pretty much stuck with a M-240 MG and only certain optics/muzzle/stock/etc that you've earned.

Some weapons are overpowered and underpowered.
You got 6 classes-Sniper/Assault/EOD/Machine Gunner/Pointman/Special Forces/.
Special Forces has a ability to a 3 second wallhack-meaning I press his special
ability I can see where there at in Multi-Player/Pointman has only 30 rounds od Special
hardpoint ammo/EOD has his thing he pull down his visor on his helmet and more protection.

What this game could of done is more customization with weapons-I like to mix it up have some frags
with flasbangs but you'll limited to certain class certain stuff.

Multi-player have a lot hacks when people are playing-wallhacks/overpower weapons increased
stamina-been MG and laid bunch rounds on one dude only to die with one shot-but that's in all
the 1st Person Shooters.

Game is pretty much dead there are some players at night like LNG Server and 2nd  one with
hacks-play mostly evening-late night hrs.
Game had potential but it fell short.........=(
I only play because there really nothing out there anymore with PC-I play them all COD/BF-2/3/4
I'm going try MOH-2010 game try that Multi-player-looks good on You-Tube.....",Game had potential but it fell short.........=(
B000NIJ366,3.0,My biggest problem with this is that the QB takes all day to get to line and get ready to hike ball. Get too many delay of game penalties and sometimes the announcer gets whinny voice,Just a little quirk to this game
B000KQQUMQ,4.0,"The Sims 2 franchise is back on track with this latest expansion pack that lets your Sims experience seasons, as well as the activities that go along with those seasons.  My Sims are having great fun gardening (and eating the results!), playing in the snow, raking leaves, fishing, having water balloon fights, sliding into the pool on their brand new waterslide...  The list goes on.  There is a lot of new content in this game, and yet it doesn't slow down my computer like the Pets expansion pack did (I uninstalled Pets before installing Seasons, and the whole game runs more smoothly).

There have been a few minor glitches, but all in all it has been a lot of fun.  I'm addicted to my Sims again!",Much better than the last expansion pack!
B00SXEOOHU,4.0,Good.,Four Stars
B000035Y0O,4.0,got it pretty fast after I ordered it works great,great
B00HHUSOLI,4.0,"I liked these skins. They fit quite nicely and are comfortable in the hand.  I have the foamy lizard studded grips for a different skin, and think I may prefer how these feel better, especially for the price.  I got 4 skins for less than the price of the studded skin. The fact that they glow is a fun added bonus.  Though only the white one glows pretty well.  The rest glow, but are muted.  The reason I gave 4 stars instead of 5 was because I have a docking station for my controllers that requires a piece to be plugged into the mini USB port at all times. This skin infringes on the ability to use the docking station.  It was easily remedied by cutting out around the plug, but I didn't have to do that with my foamy lizard skin.  The skin is a little thinner than the foamy lizard one as well. So there is a little less protection, but the buttons protrude better.  With the foamy lizard skin the buttons are pretty much flush with the skin. That was annoying at first, but you get used to it.  That won't be able problem with these skins.","Great and fun skins, especially for the price!"
B000Y3RF6K,4.0,"This is a very fun DS action-type game.  If you have any history playing old video games (which a lot of DS players don't have) this game will remind you a little mix of Defender, Xevious and Raiden.  It's addictive as all-get-out and it will keep you focused on your DS.  Time just flies by playing this game.  It's great for short bus trips, and probably for long plane flights - and isn't that what the DS is really for?

For $[...] this is a good game for someone who doesn't have a go-to game for their DS right now.  You will get back into using your DS for sure.  Sometimes I balk at paying $[...] right when the games come out, so if you don't need or want a new game right now, I would say wait.  but if you are trying to decide between one or two games, and nanostray is one of them, grab it.",The Son of Defender
B000TSX3UC,4.0,"Most people complain how this guitar is cheap feeling or doesn't have the build, feel, or ease of use as the Rock Band 2 and up guitar models. This may be true, but despite these slight issues, the guitar works great for what you pay. The main thing about the controller is the feel and it feels more sturdy than a guitar hero controller, and the buttons aren't awkwardly placed. Sure if you are a real guitar player it takes getting used to the plastic neck feel but overall it has a good feel and good length with an adjustable strap. The buttons also are easy to press and don't get stuck nor are too hard to press down. Of course the strumming bar also feels pretty natural although I wish it was a little more sensitive and natural feeling. Whammy bar is perfectly placed so you can access it while strumming and the effect knob is also a decent feature, although you won't really want to be bothered touching this once the song starts playing. As for overdrive, it takes getting used to but it does work once you figure it out. You need to tilt the guitar vertically while your meter is half or more full. This is a lot easier than it sounds but can take getting used to and is somewhat impractical for hard or up difficulties, but still manageable if you are able to finger and strum while you cock your guitar. Another way that is highly unrecommended unless you are in the middle of a 5 or more second break is hit the select button and while this way is easier and more guaranteed than cocking is also require you to take your strumming hand away from the bar. The guitar is pretty plain looking, even compared to guitar hero guitars and the neck is just one color. Overall though it is cheap and can be found for around $20 new while it is almost impossible to find Rock Band 2 and up guitars under $40. So you are sacrificing half the price for less convenient overdrive and more plain look, but other than this, it does its job and feels how a guitar should feel. If you can afford the Rock Band 2 guitar get that, but if guitar isn't your main instrument or you don't care about slightly inconvenient overdrive, go for this.",Not the best guitar but worth the price
B0050SXLQC,4.0,"Good game, i like the diverse character storylines with coop gameplay. The action is cheesy here and there during vehicular combat but its fun overall",Good
B0007V46IY,4.0,Really worked well.  Was everything it was supposed to be.  Still working and am using them on my other game sets.,PSP headphones
B0013B30SE,4.0,"Came as expected, took awhile to reset game data but it all worked out fine",Four Stars
B006L16PPG,4.0,"Who in the heck carries around four SD cards?  I filled this case with about six DS games and five 3DS games but those SD card spaces (Four of the, to be exact) are a waste of space.  I have a 16GB SD card in my 3DS.  I've bought a billion games from the eShop and I don't think it's even 25% full.  Good device that's scarred by some questionable decision making from somebody high up.",It works well enough but......
B0001CJCE2,4.0,"This game was pretty fun, the graphics were just beautiful. When I first got the game, it was rather difficult to beat since I was playing the original Spyro games for Playstation for so long. But than I eventually got use to it, grew to like it more and more. The game play is excellent! Spyro is re-mixed in this nice new world where everything seems connected and its like your traveling through a great big maze of colorful, cheerful, and foreboding dark worlds. You have plenty of new task to complete as well as some old ones that are vaguely familiar.
Old Task:
1. Collecting gems.
2. Destroying enemies for gems.
3. Flaming weaved baskets and ramming steeled/iron chest.
4. Egg Thieves, catch the thief of course, to collect an egg. Although the thieves look a LOT different now and there are ten eggs to a set, that if you collect them all, allows you to receive or get to do something special.
5. Ramming through cracked walls or blowing through blocked off entrance ways with a cannon.
6. Spark Shooter, which is different but still familiar, not as hard as the original shooter from Spyro: Year of the Dragon for Playstation.
New Task:
1. Completing St. Byrd flying levels.
2. Hunter Level, where you play as Hunter using a bow to collect an light gem and egg.
4. Blink, where you play as a mole to collect 5/10 Dark Gems.
5. And other random characters that need your help throughout the game.
6. Collecting Light Gems.
7. Collecting Dark Gems.
Old Moves:
1. Flame.
2. Jump.
3. Walk.
4. Running (although its more of a ""bucking,"" gallop now).
6. Head bash.
New Moves:
1. Double Jump.
2. Electric Breathe.
3. Water Breathe.
4. Ice Breathe.
You can also buy different missiles or collect them about the world to beat enemies that might be out of reach. There are also a number of items you now have to buy. Instead of collecting gems to collect them all, you now have to collect them to buy things. Money Bags has changed a LOT! He is now more annoying than ever, having you hand over your gems to buy items to get farther in the game in shops in the home world, he even has his little portals where you can buy them which cost twice as much in the mini worlds! There are Spark Keys you have to collect to open locked chest that ether give you a Light Gem or an Egg, there is also a nice new set of horns that you can buy that increase the damage and force your Head bash move does, there is a bottle of butterflies that you can buy too that allows you to have an extra set of full life incase you die and much more!
You can also play as difference characters in the game, besides the ones already listed above, like Flame or Ember. Of course, you have to collect all ten eggs of a set to play as one. When you do though, they still have the voice of Spyro, so it kind of takes away from being that new character.
The Worlds?
There are numerous worlds that you travel to and at least four homes worlds where you start from.
1. You first start at Dragon Village, where it is has two other worlds you can travel to, Crocovile Swamp and Dragonfly Falls. You also have to defeat Gnasty Gnorc again, who looks pretty pitiful and cheesy compared to him being the villain in Spyro the Dragon, the first game on Playstation.
2. The second place you travel to, after defeating Gnasty Gnorc and getting the electric breathe is Coastal Remains, which you also travel to its two connected worlds: Cloudy Domain and Sunken Ruins. The Boss of this entire new world is Ineptune, who reminds you vaguely of the villain from The Little Mermaid.
3. After defeating her you go to the home world of Frostbite Village, which also has Gloomy Glacier and Ice Citadel. After getting all the Dark Gem, you than get to face Red, well, kind of. And you travel to the last world...
4. Stormy Beach is the last home world and is one of my favorites. The two other mini worlds in this place is Molten Mount/Magma Falls and Dark Mine, but there is also Red's Laboratory where you can finally defeat Red once and for all!
Overall I give this game four stars. The reason behind this is, even though it's a nice game and fun to play, it can get very confusing and things seem all mused together, with barley any distinction between the worlds within the home worlds.",More Spyro fun!
B0000C6FKA,4.0,"Most games within the racing genre are generally very easy to divide into sub-genres; there's the straight simulation, the action-leaning cartoon / kart racer, and the arcade racer, which lands somewhere in between. Project Gotham Racing 2 is the textbook definition of an arcade racer. It's stuffed full of the physics, modeling, real world location selection and intense competition you'd expect to find in a simulation racer, which results in something of a sim-flavored credibility, but streamlines most of the meticulous, detail-oriented specifics that usually turn off casual gamers and anyone, really, without permanent oil stains on their fingers or a rice burner in the garage. This is a game that excels at delivering the sensation that you're really behind the wheel, with the force of several hundred horses behind your right foot, but also at keeping away from the monotony and mindless repetition that's usually associated with a race of more than one or two laps.

Separating it from straight sims, such as Sony's Gran Turismo titles, is PGR's heavy focus on the acquisition of ""Kudo Points."" The driving force behind each of the two previous chapters in the Project Gotham / Metropolis series, Kudos are gathered through a variety of methods, some common and everyday, others more difficult and unpredictable, and always center on the theme of ""driving stylishly."" In short, you're expected to drive an exciting race every single time you hit the track. While almost every other racer in the history of the industry concentrates exclusively on the clock and the ongoing pursuit of faster laps and more efficient driving, Gotham 2 places a much higher emphasis on showmanship and flashy tricks. You'll gain a flat sum of Kudos for passing an opponent's car or taking a turn properly, but more elaborate maneuvers, such as drifting wildly around a curve or catching some air, reward with higher sums depending on the duration of the trick and your willingness to go on longer and longer stretches without complete control of your vehicle. If you aren't leaving behind a patch of burnt rubber and a cloud of foul-smelling smoke, PGR wants you to think you've done something wrong.

The idea is to shake up the usual formula of ""drive three identical laps and don't let anybody pass you,"" and on the large, it works. Instead of enjoying a track the first few times you drive it, then giving in to brainless replication, you'll find yourself constantly challenged and interested in a course. Actually racing is a lot more fun when you can make the most of your big lead by firing off a few donuts at the finish line or allowing the back end of your car to slide well beyond the point of good reason while taking an easy turn. The key is finding a good middle ground between a dull, straightforward race and an excessively daring, mistake-filled hunt for bigger and better tricks, since most of your opponents' cars are merely looking to win the race and couldn't care less about looking good in doing so.

Actually racing in Gotham is largely very enjoyable, despite a few snags, and though it can make you almost blindingly filled with rage, there's just a certain something that keeps you coming back for more, looking to improve and show the game who's boss in the end. There's a vibe you'll get from controlling one of these cars that's difficult to put into words, something that's perhaps not immediately obvious when it's there but absolutely glaring when it's missing. It's something of a sense of reality, that feeling that you're actually moving as fast as the speedometer says you are, that your car really is as powerful as it claims. It's... well, it's really cool, for lack of a better phrase. When you accelerate in one of Gotham's more thrust-heavy high end machines, you'll feel something pressing down right in the center of your chest... that, and just a tiny bit of adrenaline.

As I hinted, however, the gameplay isn't always wine and roses. There are a few aspects that leave me scratching my head, for instance the decision for the player-controlled car to always, ALWAYS begin the race in last place, without any sort of a qualifying lap or anything. You're always fighting an uphill battle, as you must work your way around the painfully slow cars that start just in front of your position while the speedy pole-sitter gets a chance to create as much distance between himself and your car as possible.

One area in which Gotham 2 really makes its case as a front-running title is the amazing variety of its maps and race tracks. You'll find yourself globe trotting from Moscow to Barcelona to Sydney and back, driving on tracks that vary in length from excessively minute to inexplicably long. Seriously, one course allows the driver to finish four laps in under three minutes, while another demands fifteen minutes of dedication per lap! The environments are incredibly lush and detail heavy, and each course is allowed several different racing layouts, providing endless hours of replay value on courses that look similar at a glance, but are laid out completely differently.

In ""Kudos World Series"" mode, rather than giving players a course, a rundown of opposing cars and a quick ""good luck,"" Gotham shakes up the status quo by not only introducing a few new (and almost universally successful) game types, but by making them an integral part of the single player experience, to boot. As you'll progress through ""World Series"" mode, you'll work your way through a healthy mix of seven different spins on the traditional gameplay model. Each variation seems to emphasize one aspect of becoming a successful driver in the straightforward street races, which remain the bread and butter of individual play, and surprisingly enough, none come across as forced, unnecessary or aggravating.

The multiplayer aspect of the game is a nice addition, if occasionally underdeveloped, but should never be mistaken for the star of the show. The online multiplayer does allow for more than straightforward head-to-head matches, but could have done with a little more thought when all is said and done. The actual system of joining a race online is a tedious, boring affair. You'll find a room with slots available for more racers, find that a race is more than likely already in progress, and then find yourself relegated to observing the remainder of the race from a stale, overhead map with tiny colored squares to indicate the location of each car. There's no fly-by observation mode, or really any kind of visual flair in the slightest. If you have the misfortune of attempting to join an excessively lengthy race just after it's started, your options are either to stare vacantly at the screen for upwards of ten minutes or drop out of the room and look for another race. In short, the multiplayer mode is quite weak and borderline unfinished, which stands in sharp contrast to the polished, beautiful nature of the single player game it accompanies. Very disappointing, and something that brought my opinion of the game down a notch or two.

The amount of work that went into every visual aspect of this game is obvious from the very first moment you boot up. Everything from the menus to the surroundings to, obviously, the vehicles themselves is unspeakably gorgeous. It's a shame the HD output is limited to 480p, because I can't even imagine the kind of impact this would've had at 720p or 1080i. The little touches are what grabbed me the most: they didn't have to include that flock of birds, flying ignorantly over the roads, or that enormous, spindly ferris wheel off in the distance, but they did, and they take unprecedented steps toward furthering the illusion that you're actually there, in person, participating in these races. Nothing about this game's visuals seem forced, even areas that have provided nightmares in other games. The glares and reflections off your car's exterior, which could've very easily been tacky and overdone, seem just right. My sole complaint is that the dynamic lighting is sometimes too realistic, as it occasionally becomes difficult to see where you're going when racing among the long, dark shadows of a dusk-time race. PGR2 is just a gorgeous bit of digitized visual realization, something that set the bar way too high for any competition to even hope to match.

In summary... well, I'll say this in no uncertain terms; this game is a hell of a lot of fun. The controls are simple, easy to comprehend and staggeringly easy to pick up on. The courses, set in landmark cities throughout North America, Europe and Asia, are challenging and varied without completely throwing the player for a loop every time they load a new track. The incline of opposition is steep, progressing upwards from relatively simple-minded Sunday drivers to blood-hungry maniacs who know exactly what they want and precisely how to get it. Even the gameplay, which is largely relegated to simple ""race against the computer or race against your friends"" in other titles, gets a breath of life here, in the form of half a dozen different modes of play. It lacks the fine, fine details of tuning a racing auto to perfection, but seeing as how I'm not all that intrigued by that aspect of the business as it is, I didn't miss those options one bit. If the multiplayer mode had been just a little more well-developed, I'd be giving this one a nearly perfect rating, but as it is right now it's still far above average. This one is definitely worth adding to your collection if you have even the slightest interest in driving a car around a track at insane speeds, and remains one of the most visually stimulating experiences I've enjoyed in gaming.",The Best Racer on the Old Xbox
B000WEQL02,4.0,"The Good: The best tactical shooter too date, decent length, excellent multiplayer, lots of cussing, lots of customization options

The Bad: Poor graphics, feels more like an expansion pack than a sequel

For some reason ""expansion pack"" type ""sequels"" is what Ubisoft keeps pumping out for it's Tom Clancy games. I recently did a review of GRAW 2 and complained about this exact same issue. Nonetheless R6V2 is a great tactical shooter and there is more good going for it than bad. Everyone's played the first game so I'll leave out what you already know. Some great new features is the new sprint. While I didn't use this much it's great for running down long hallways to get to where you need too.

There are some new guns (I don't know what's new but I know there's new guns) and the multiplayer is as awesome as ever. Another new feature is the ""Terrorist Hunt"" mode in which you pick your level and hunt down all the terrorist either by yourself or cooperatively. The story is pretty good as well. You have to fight the Mexican terrorists from destroying and terrorizing Vegas while also hunting down a traitor among the Rainbows. The graphics are very disappointing. For using the Unreal 3 engine you think the graphics would blow you away but they are very weak. The game isn't much to look at, but you just play for the easy pick up and play tactical greatness. The game has a decent length (coming in at about 8 hours) and has a highly unbalanced difficulty which sucks since you'll try doing the same areas until your fingers bleed.

If you liked Vegas 1 you'll love Vegas 2 but this game is only for R6 fans. If you have never played the first game (you can pick it up for $20 or so on eBay) then go ahead and pick this game up.",Vegas 2 adds a lot of features that the first was missing
B00LKV44FU,4.0,"is very cool and very easy to use, i very enjoy play with this headset chatting with my friend while playing.
The only bad think is if you have a lot of volume on your TV or home theater the other people can hear your game and is gonna be difficult to hear your friend  easily.",It's a good divice
B0016NM7BU,4.0,"This game surprised me. I didn't expect it to be instantly fun, but it was. The racing style is SSX like, except better. You perform tricks to gain points while you race. And the tricks are outrageous and cool to perform. If you play with other people, you'll be screaming, ""Ohhhhhhhh!"", when you or others miss the insane tricks.

Another thing that surprised me was the graphics. I haven't been impressed by graphics for a long time. This game actually got me excited enough to call some of my friends over so that they could check out the graphics. The lighting, detail and environments are great to look at.

Even if you think this isn't your cup of tea, at least try the demo.",Arcade racing with ATVs
B006GHA8EE,4.0,"'Witcher 2' is at once an easy and difficult recommendation. CD Projekt RED's port of their celebrated PC game carries everything I want in an RPG: a complex narrative, terrific voice-acting, great combat, a world I want to get lost in and some of the best graphics I've seen on the XBOX 360. Unfortunately it also requires you to invest a lot of your time and patience to get the most out of it and there are moments where some may feel that price is a bit steep.

The Story of 'Witcher 2' involves Geralt of Rivia, a professional monster-hunter or titular ""Witcher"", who has amnesia and is regarded as a hero for his actions in the previous game (only available on PC). An unknown figure from his past is going around killing monarchs and Geralt finds himself framed and on the run in a quest to find this mysterious assassin. Along the way Geralt get's involved in politics, conspiracies, monster-hunting and conflicts between humans and non-humans. It's a simple enough setup but the overall plot ends up being VERY complex, asking you to absorb lots of information at a time (even more so if you follow every dialogue path like I do) and your in-game character-index becomes indespensable. Nothing ever rings false though and even with tons of branching options I felt rewarded for putting in the extra effort.

In fact the writing of 'Witcher 2' is easily it's biggest asset and the world it presents puts some interesting (and dark) spins on familiar fantasy tropes. Human's wage war with each other over sexual jealousy. Elven nationalists engage in Guerilla warfare with anyone trespassing in their forests (and could eat the Dragon Age Dalish for breakfast). Trolls would rather build bridges and drink vodka than kill people. Even Geralt himself, with his clear-eyed perspective and wry-humor behaves more like a cynical detective than the usual fantasy hero.

When you're not making kingdom-changing decisions or getting snarky with self-serious elves and interrogators, 'Witcher 2' has you exploring the world (which is loaded with shops and mini-games) and solving problems for other characters. These encounters can be anything from fetch-quests to simple monster-hunting, but most of them have you following different threads and you end up finding more to each conflict then is immediately present. What starts as a simple rescue mission can end up uncovering a kingdom-wide conspiracy (again, with dire consequences). Like the story, the missions don't hold your hand as there's usually no clear-cut quest markers and fast-travel. This helps with the immersion but can frustrate players used to more accessible RPG's like Skyrim.

The combat in 'Witcher 2' seems straight-forward at first but requires some strategic thinking as you play. While button-mashing with the newest gear can get you out of some conflicts, the tougher confrontations require you to pay attention to Geralt's stance and place on the battlefield. You also have to mix and match magic/trap abilities with your martial skills which makes leveling up decisions just as much about strategy as the combat. It's a system I found very satisfying, though I would've liked more weapon variety (usually Geralt just has his two swords and maybe a sidearm).

'Witcher 2' is not without it's faults, however and the sometimes PC-centric elements of the port can make things frustrating. While combat is dynamic, having to target specific enemies is hit and miss and the game offers no easy way to switch between targets. The same goes for exploration and trying to do anything precise like talking to specific characters or target certain objects to pick up. The menus are also a chore to sort through with no quick way to bring up maps and character sheets; the inventory screen is sometimes a puzzle in and of itself. There's nothing ""game breaking"" here but 'Witcher 2' isn't as smooth as a console RPG should be.

There's so much to 'Witcher 2' I always feel like I'm leaving something out when talking about it. It's obviously not for everyone as it's PC-ness shows through a bit too much and the story-dumps are an investment in and of themselves. But if you're craving a complex RPG narrative with moral-ambiguity and consequences that make a difference (along with the great combat) then 'Witcher 2' is not to be missed!","A complicated, but rewarding Action-RPG"
B00WTI3JPE,4.0,"This is one of the more involved RPG's that I have played in a while.  That's not a bad thing.  I like games with more depth.  Lots of customization as far as equipment, powers, potions, skills, etc.  Although, one thing missing is character customization.  You play the main character (on the box), the Witcher ,and that's it.  Like most RPG's of today, there is the main story and many side missions.  You can explore around on your own and earn some money/experience, then get back to the main mission as you please.  One thing I need to bring up though, it's hard.  This game can be punishing at times.  Death is frequent in the early stages.  I've had to start over from scratch a few times already.  Many of the encounters you will face in the wild will be a lot more than you can handle.  They also threw in the dreaded equipment maintenance nonsense.  Your armor/weapons will degrade with use and will need repair.  That costs money.  Yup, you guessed it, money is scarce.  So, you really have to play carefully and not rush in to fights everywhere.  I found myself at times with no money and my hardware falling apart.  Not a good situation.  Strategy is very important.  Knowing the weaknesses of your enemy makes a huge difference between frustration and having fun.  Don't ignore the potions.  These are really a key element of the game.  It can be tedious at times having to gather ingredients, but it's necessary.  That being said, I still give it thumbs up.","Pretty hard for the casual gamer, but rewarding."
